Fecha Comportamiento_de_la_accion Diferencia_absoluta_open-high
2021-11-23 BAJA 41.01001000000042
2021-11-24 SUBE 33.22998100000041
2021-11-26 BAJA 128.93994099999964
2021-11-29 SUBE 34.42993200000001
2021-11-30 BAJA 78.6999520000004
2021-12-01 BAJA 116.15991199999962
2021-12-02 BAJA 55.33984399999963
2021-12-03 BAJA 80.08007800000041
2021-12-06 SUBE 46.53979499999923
2021-12-07 SUBE 26.699951000000056
2021-12-08 SUBE 20.440186000000267
2021-12-09 BAJA 55.96997099999999
2021-12-10 BAJA 74.30004899999994
2021-12-13 BAJA 50.64990200000011
2021-12-14 SUBE 8.149901999999656
2021-12-15 SUBE 5.699950999999601
2021-12-16 BAJA 105.90014599999995
2021-12-17 SUBE 17.619873000000098
2021-12-20 SUBE 15.909912000000077
2021-12-21 SUBE 5.98998999999958
2021-12-22 SUBE 20.260009999999966
2021-12-23 SUBE 18.12988299999961
2021-12-27 BAJA 65.47021399999994
2021-12-28 SUBE 30.3000490000004
2021-12-29 BAJA 40.21996999999965
2021-12-30 BAJA 44.87011699999994
2021-12-31 BAJA 52.65991200000008
2022-01-03 SUBE 5.979979999999614
2022-01-04 BAJA 77.56005899999991
2022-01-05 BAJA 55.390135999999984
2022-01-06 BAJA 30.919922000000042
2022-01-07 BAJA 53.790039000000434
2022-01-10 SUBE 3.510009000000082
2022-01-11 SUBE 19.760009999999966
2022-01-12 BAJA 33.42016599999988
2022-01-13 BAJA 100.149903
2022-01-14 SUBE 2.2399900000000343
2022-01-18 BAJA 16.3398430000002
2022-01-19 BAJA 59.02001999999993
2022-01-20 BAJA 126.64990200000011
2022-01-21 BAJA 165.13989300000003
2022-01-24 SUBE 8.020019000000502
2022-01-25 BAJA 72.28002900000001
2022-01-26 BAJA 126.25
2022-01-27 BAJA 92.12011700000039
2022-01-28 SUBE 0.399902000000111
2022-01-31 SUBE 15.739990000000034
2022-02-01 SUBE 10.289794999999685
2022-02-02 BAJA 89.25
2022-02-03 BAJA 108.04003899999998
2022-02-04 SUBE 71.20996100000002
2022-02-07 BAJA 95.11010699999997
2022-02-08 SUBE 7.580077999999958
2022-02-09 BAJA 52.89990200000011
2022-02-10 SUBE 34.260009999999966
2022-02-11 BAJA 114.12988299999961
2022-02-14 SUBE 65.62988300000006
2022-02-15 BAJA 29.929932000000008
2022-02-16 SUBE 14.669922000000042
2022-02-17 BAJA 113.92993100000012
2022-02-18 BAJA 57.95996100000002
2022-02-22 BAJA 55.699951000000056
2022-02-23 BAJA 138.719971
2022-02-24 SUBE 7.820067999999992
2022-02-25 SUBE 4.030029000000013
2022-02-28 SUBE 17.739990000000034
2022-03-01 BAJA 59.139892000000145
2022-03-02 SUBE 18.93994100000009
2022-03-03 BAJA 120.61010699999997
2022-03-04 BAJA 44.17993200000001
2022-03-07 BAJA 172.82983400000012
2022-03-08 BAJA 93.69995100000006
2022-03-09 BAJA 19.419922000000042
2022-03-10 SUBE 37.139892000000145
2022-03-11 BAJA 83.01000999999997
2022-03-14 BAJA 111.93994100000009
2022-03-15 SUBE 12.369873000000098
2022-03-16 SUBE 0.9199220000000423
2022-03-17 SUBE 5.189941999999974
2022-03-18 SUBE 6.869872999999643
2022-03-21 SUBE 31.84985400000005
2022-03-22 SUBE 25.56005899999991
2022-03-23 BAJA 59.239990000000034
2022-03-24 BAJA 9.380127000000357
2022-03-25 SUBE 11.900146000000404
2022-03-28 SUBE 0.9399409999996351
2022-03-29 BAJA 30.32983399999921
2022-03-30 BAJA 52.989990000000034
2022-03-31 BAJA 69.94995100000006
2022-04-01 BAJA 45.34008799999992
2022-04-04 SUBE 0.9599610000000212
2022-04-05 BAJA 81.10986300000013
2022-04-06 BAJA 68.87988299999961
2022-04-07 BAJA 45.89013699999987
2022-04-08 BAJA 58.16015600000037
2022-04-11 BAJA 60.29003899999998
2022-04-12 BAJA 86.22998000000007
2022-04-13 SUBE 9.679932000000008
2022-04-14 BAJA 83.81005800000048
2022-04-18 SUBE 25.090087999999923
2022-04-19 SUBE 10.669921000000159
2022-04-20 BAJA 72.09008799999992
2022-04-21 BAJA 168.84008799999992
2022-04-22 BAJA 105.30004899999994
2022-04-25 SUBE 2.9499519999999393
2022-04-26 BAJA 109.3000490000004
2022-04-27 BAJA 75.62988300000006
2022-04-28 SUBE 26.820067999999992
2022-04-29 BAJA 129.59008800000038
2022-05-02 SUBE 3.360106999999971
